idx,eventId,activity,timestamp,timestampVar,box,batchPosition,equipment,log
38.0,e39,UnloadFS,31/10/2023 10:00:38,t39,,,3012.0,ExtendedExample
39.0,,LoadSS,31/10/2023 10:00:39,t40,,,3012.0,ExtendedExample
40.0,,Close,,,,,3012.0,ExtendedExample
41.0,e42,Seal,31/10/2023 10:00:41,t42,b5,,3012.0,ExtendedExample
42.0,e43,UnloadSS,31/10/2023 10:00:42,t43,,x,3012.0,ExtendedExample
43.0,e44,,31/10/2023 10:00:43,t44,,z,,ExtendedExample
44.0,e45,Open,,t45,,,3012.0,
45.0,e46,Fill,31/10/2023 10:00:45,,,,,ExtendedExample
46.0,e47,UnloadFS,,,,z,3012.0,ExtendedExample
47.0,e48,LoadSS,31/10/2023 10:00:47,t48,,z,3012.0,ExtendedExample
48.0,e49,Close,,,,,3012.0,ExtendedExample
49.0,e50,Seal,31/10/2023 10:00:49,,b6,,3012.0,ExtendedExample
50.0,e51,UnloadSS,31/10/2023 10:00:50,t51,,,3012.0,ExtendedExample
51.0,e52,UnloadAL,,t52,,,3012.0,ExtendedExample
52.0,,LoadAL,31/10/2023 10:00:52,t53,,,3465.0,ExtendedExample
,e54,LoadFS,31/10/2023 10:00:53,t54,,,3465.0,ExtendedExample
54.0,e55,Open,31/10/2023 10:00:54,t55,,,3465.0,ExtendedExample
,e56,Fill,31/10/2023 10:00:55,t56,,,,ExtendedExample
56.0,e57,,31/10/2023 10:00:56,t57,,y,3465.0,
57.0,e58,LoadSS,31/10/2023 10:00:57,t58,,y,3465.0,ExtendedExample
58.0,e59,,31/10/2023 10:00:58,t59,,,3465.0,ExtendedExample
59.0,e60,Seal,,t60,,,3465.0,ExtendedExample
60.0,e61,,31/10/2023 10:01:00,t61,,,,ExtendedExample
61.0,e62,LoadFS,31/10/2023 10:01:01,t62,,z,3465.0,
,e63,Open,31/10/2023 10:01:02,t63,,,,ExtendedExample
63.0,e64,Fill,31/10/2023 10:01:03,t64,,,3465.0,ExtendedExample
64.0,e65,UnloadFS,31/10/2023 10:01:04,t65,,,3465.0,ExtendedExample
,e66,LoadSS,31/10/2023 10:01:05,t66,,z,3465.0,ExtendedExample
66.0,e67,Close,31/10/2023 10:01:06,,,,3465.0,ExtendedExample
,e68,Seal,31/10/2023 10:01:07,t68,b8,,3465.0,ExtendedExample
68.0,e69,UnloadSS,31/10/2023 10:01:08,t69,,z,,ExtendedExample
69.0,e70,,31/10/2023 10:01:09,t70,,x,3465.0,ExtendedExample
70.0,e71,Open,,,,,3465.0,ExtendedExample
71.0,e72,Fill,,t72,,,3465.0,ExtendedExample
72.0,e73,UnloadFS,,t73,,x,3465.0,ExtendedExample
73.0,e74,,31/10/2023 10:01:13,,,,3465.0,ExtendedExample
74.0,e75,Close,31/10/2023 10:01:14,,,,3465.0,ExtendedExample
,e76,Seal,31/10/2023 10:01:15,t76,b9,,,ExtendedExample
76.0,,UnloadSS,,t77,,,3465.0,
77.0,e78,UnloadAL,31/10/2023 10:01:17,t78,,,3465.0,
78.0,e79,LoadAL,31/10/2023 10:01:18,,,,3465.0,ExtendedExample
,e80,LoadFS,31/10/2023 10:01:19,t80,,x,3465.0,ExtendedExample
,e81,Open,31/10/2023 10:01:20,,,,3465.0,
,e82,Fill,31/10/2023 10:01:21,t82,,,3465.0,ExtendedExample
82.0,e83,UnloadFS,,,,x,3465.0,ExtendedExample
,,LoadSS,31/10/2023 10:01:23,t84,,x,3465.0,
,e85,Close,31/10/2023 10:01:24,,,,3465.0,ExtendedExample
85.0,e86,,31/10/2023 10:01:25,,b10,,3465.0,ExtendedExample
,e87,UnloadSS,31/10/2023 10:01:26,t87,,x,3465.0,ExtendedExample
,e88,LoadFS,31/10/2023 10:01:27,t88,,z,3465.0,ExtendedExample
88.0,e89,Open,31/10/2023 10:01:28,,,,3465.0,ExtendedExample
89.0,e90,Fill,31/10/2023 10:01:29,,,,3465.0,
90.0,,UnloadFS,31/10/2023 10:01:30,,,,3465.0,ExtendedExample
91.0,,LoadSS,31/10/2023 10:01:31,t92,,z,3465.0,ExtendedExample
92.0,,Close,31/10/2023 10:01:32,t93,,,,ExtendedExample
93.0,e94,Seal,31/10/2023 10:01:33,t94,b11,,3465.0,ExtendedExample
94.0,e95,UnloadSS,31/10/2023 10:01:34,t95,,z,3465.0,ExtendedExample
95.0,e96,LoadFS,31/10/2023 10:01:35,t96,,y,3465.0,
96.0,e97,Open,31/10/2023 10:01:36,t97,,,,ExtendedExample
,e98,Fill,31/10/2023 10:01:37,t98,,,3465.0,ExtendedExample
98.0,e99,UnloadFS,,t99,,,3465.0,
99.0,e100,,,t100,,,3465.0,ExtendedExample
,e101,Close,31/10/2023 10:01:40,,,,,ExtendedExample
,e102,Seal,31/10/2023 10:01:41,t102,b12,,3465.0,
102.0,e103,UnloadSS,31/10/2023 10:01:42,,,y,3465.0,
,,,31/10/2023 10:01:43,t104,,,3465.0,ExtendedExample
104.0,e105,LoadAL,31/10/2023 10:01:44,t105,,,3465.0,ExtendedExample
105.0,,,31/10/2023 10:01:45,t106,,x,3465.0,ExtendedExample
106.0,e107,Open,31/10/2023 10:01:46,t107,,,3465.0,
107.0,e108,Fill,31/10/2023 10:01:47,t108,,,3465.0,ExtendedExample
108.0,e109,,31/10/2023 10:01:48,t109,,x,,ExtendedExample
,,,31/10/2023 10:01:49,t110,,x,3465.0,ExtendedExample
110.0,e111,Close,31/10/2023 10:01:50,,,,3465.0,ExtendedExample
,e112,Seal,31/10/2023 10:01:51,t112,b13,,3465.0,ExtendedExample
112.0,e113,UnloadSS,,t113,,x,3465.0,
113.0,e114,,31/10/2023 10:01:53,t114,,z,3465.0,ExtendedExample
,e115,,31/10/2023 10:01:54,t115,,,,
,e116,Fill,31/10/2023 10:01:55,t116,,,3465.0,
116.0,,UnloadFS,31/10/2023 10:01:56,t117,,z,3465.0,ExtendedExample
,e118,,31/10/2023 10:01:57,t118,,z,3465.0,
118.0,e119,Close,,t119,,,3465.0,ExtendedExample
119.0,,,31/10/2023 10:01:59,t120,b14,,,
120.0,,UnloadSS,31/10/2023 10:02:00,t121,,,3465.0,ExtendedExample
121.0,e122,LoadFS,31/10/2023 10:02:01,t122,,y,,ExtendedExample
,e123,Open,31/10/2023 10:02:02,t123,,,3465.0,ExtendedExample
,e124,Fill,31/10/2023 10:02:03,t124,,,3465.0,ExtendedExample
124.0,,UnloadFS,31/10/2023 10:02:04,t125,,y,3465.0,ExtendedExample
125.0,e126,LoadSS,31/10/2023 10:02:05,t126,,,3465.0,ExtendedExample
126.0,e127,Close,,t127,,,3465.0,ExtendedExample
127.0,e128,Seal,31/10/2023 10:02:07,t128,,,3465.0,ExtendedExample
,e129,UnloadSS,31/10/2023 10:02:08,t129,,y,3465.0,ExtendedExample
129.0,e130,UnloadAL,31/10/2023 10:02:09,t130,,,3465.0,ExtendedExample
130.0,,,31/10/2023 10:02:10,,,,8465.0,ExtendedExample
131.0,e132,LoadFS,31/10/2023 10:02:11,,,,8465.0,ExtendedExample
132.0,e133,,31/10/2023 10:02:12,t133,,,8465.0,
133.0,,Fill,31/10/2023 10:02:13,t134,,,,ExtendedExample
134.0,e135,UnloadFS,31/10/2023 10:02:14,t135,,z,8465.0,ExtendedExample
135.0,e136,LoadSS,31/10/2023 10:02:15,,,z,8465.0,
136.0,e137,Close,31/10/2023 10:02:16,,,,8465.0,ExtendedExample
137.0,e138,Seal,,t138,b16,,,ExtendedExample
138.0,e139,UnloadSS,31/10/2023 10:02:18,t139,,,8465.0,ExtendedExample
139.0,e140,LoadFS,,,,,8465.0,ExtendedExample
140.0,e141,Open,31/10/2023 10:02:20,t141,,,8465.0,ExtendedExample
141.0,e142,Fill,31/10/2023 10:02:21,t142,,,8465.0,ExtendedExample
142.0,,UnloadFS,31/10/2023 10:02:22,t143,,y,8465.0,
143.0,e144,LoadSS,31/10/2023 10:02:23,t144,,y,8465.0,ExtendedExample
144.0,e145,Close,31/10/2023 10:02:24,,,,,
145.0,,Seal,31/10/2023 10:02:25,t146,b17,,8465.0,ExtendedExample
146.0,e147,UnloadSS,31/10/2023 10:02:26,t147,,y,8465.0,ExtendedExample
147.0,e148,LoadFS,,t148,,x,8465.0,ExtendedExample
148.0,e149,,31/10/2023 10:02:28,t149,,,,ExtendedExample
149.0,e150,Fill,,t150,,,8465.0,ExtendedExample
150.0,,UnloadFS,31/10/2023 10:02:30,t151,,x,8465.0,ExtendedExample
,,,31/10/2023 10:02:31,t152,,x,,
152.0,e153,Close,31/10/2023 10:02:32,t153,,,8465.0,ExtendedExample
,e154,Seal,31/10/2023 10:02:33,t154,b18,,8465.0,ExtendedExample
154.0,e155,UnloadSS,,t155,,x,8465.0,ExtendedExample
,e156,UnloadAL,31/10/2023 10:02:35,t156,,,8465.0,
156.0,e157,LoadAL,31/10/2023 10:02:36,t157,,,7465.0,ExtendedExample
157.0,e158,LoadFS,31/10/2023 10:02:37,t158,,y,7465.0,ExtendedExample
158.0,e159,Open,31/10/2023 10:02:38,t159,,,7465.0,
,e160,Fill,31/10/2023 10:02:39,t160,,,7465.0,ExtendedExample
160.0,,UnloadFS,31/10/2023 10:02:40,t161,,y,7465.0,ExtendedExample
161.0,e162,,,t162,,y,7465.0,ExtendedExample
162.0,,Close,31/10/2023 10:02:42,,,,,ExtendedExample
163.0,e164,Seal,31/10/2023 10:02:43,t164,b19,,7465.0,
164.0,e165,UnloadSS,31/10/2023 10:02:44,t165,,y,7465.0,
,,LoadFS,,t166,,,7465.0,ExtendedExample
166.0,,,31/10/2023 10:02:46,t167,,,,ExtendedExample
167.0,,Fill,,t168,,,7465.0,
168.0,e169,UnloadFS,31/10/2023 10:02:48,t169,,z,7465.0,
169.0,,LoadSS,31/10/2023 10:02:49,t170,,z,7465.0,ExtendedExample
170.0,e171,Close,31/10/2023 10:02:50,t171,,,7465.0,ExtendedExample
171.0,,Seal,,t172,b20,,,ExtendedExample
,e173,,,t173,,z,7465.0,
,e174,,31/10/2023 10:02:53,t174,,x,7465.0,ExtendedExample
174.0,e175,Open,31/10/2023 10:02:54,t175,,,7465.0,
,e176,Fill,31/10/2023 10:02:55,t176,,,7465.0,ExtendedExample
176.0,e177,UnloadFS,31/10/2023 10:02:56,t177,,x,7465.0,ExtendedExample
177.0,e178,LoadSS,31/10/2023 10:02:57,t178,,x,,ExtendedExample
178.0,e179,Close,31/10/2023 10:02:58,t179,,,7465.0,ExtendedExample
179.0,e180,Seal,31/10/2023 10:02:59,t180,b21,,7465.0,
180.0,e181,UnloadSS,,t181,,x,7465.0,ExtendedExample
,e182,UnloadAL,31/10/2023 10:03:01,t182,,,7465.0,ExtendedExample
182.0,e183,LoadAL,31/10/2023 10:03:02,t183,,,5465.0,ExtendedExample
183.0,e184,,31/10/2023 10:03:03,t184,,y,,ExtendedExample
184.0,e185,Open,,t185,,,5465.0,ExtendedExample
185.0,e186,,31/10/2023 10:03:05,t186,,,5465.0,ExtendedExample
186.0,,UnloadFS,31/10/2023 10:03:06,t187,,,5465.0,ExtendedExample
187.0,e188,LoadSS,31/10/2023 10:03:07,t188,,y,,ExtendedExample
188.0,,Close,31/10/2023 10:03:08,t189,,,,ExtendedExample
189.0,e190,Seal,,t190,b22,,5465.0,ExtendedExample
190.0,,UnloadSS,31/10/2023 10:03:10,t191,,y,5465.0,ExtendedExample
,e192,LoadFS,31/10/2023 10:03:11,t192,,x,5465.0,
192.0,e193,Open,31/10/2023 10:03:12,,,,,
,e194,,31/10/2023 10:03:13,t194,,,,ExtendedExample
194.0,e195,UnloadFS,31/10/2023 10:03:14,t195,,x,,ExtendedExample
195.0,e196,LoadSS,31/10/2023 10:03:15,,,,,ExtendedExample
196.0,e197,Close,31/10/2023 10:03:16,t197,,,5465.0,ExtendedExample
197.0,e198,Seal,31/10/2023 10:03:17,t198,b23,,,ExtendedExample
,e199,UnloadSS,31/10/2023 10:03:18,t199,,x,,ExtendedExample
199.0,,LoadFS,31/10/2023 10:03:19,,,z,5465.0,ExtendedExample
200.0,e201,Open,31/10/2023 10:03:20,t201,,,5465.0,ExtendedExample
201.0,e202,Fill,31/10/2023 10:03:21,,,,5465.0,
202.0,e203,UnloadFS,31/10/2023 10:03:22,t203,,z,5465.0,ExtendedExample
203.0,,LoadSS,31/10/2023 10:03:23,t204,,z,5465.0,ExtendedExample
204.0,,Close,,t205,,,5465.0,ExtendedExample
205.0,,Seal,,t206,b24,,5465.0,
206.0,e207,UnloadSS,31/10/2023 10:03:26,t207,,,5465.0,
207.0,e208,UnloadAL,31/10/2023 10:03:27,t208,,,5465.0,ExtendedExample
208.0,e209,LoadAL,31/10/2023 10:03:28,t209,,,5012.0,
209.0,,LoadFS,31/10/2023 10:03:29,,,z,,ExtendedExample
210.0,e211,Open,31/10/2023 10:03:30,t211,,,5012.0,ExtendedExample
211.0,e212,Fill,31/10/2023 10:03:31,,,,5012.0,ExtendedExample
212.0,e213,UnloadFS,31/10/2023 10:03:32,t213,,z,5012.0,ExtendedExample
213.0,,LoadSS,,t214,,z,,ExtendedExample
214.0,e215,Close,,t215,,,5012.0,ExtendedExample
215.0,e216,Seal,,,b25,,,ExtendedExample
216.0,,UnloadSS,31/10/2023 10:03:36,,,,5012.0,ExtendedExample
217.0,e218,,31/10/2023 10:03:37,t218,,y,5012.0,ExtendedExample
218.0,e219,Open,31/10/2023 10:03:38,t219,,,5012.0,
219.0,,,31/10/2023 10:03:39,,,,5012.0,
220.0,e221,,31/10/2023 10:03:40,t221,,y,5012.0,
221.0,,,31/10/2023 10:03:41,t222,,y,,ExtendedExample
222.0,e223,Close,31/10/2023 10:03:42,t223,,,,ExtendedExample
223.0,e224,Seal,31/10/2023 10:03:43,t224,,,5012.0,ExtendedExample
,e225,,,t225,,y,5012.0,
225.0,e226,LoadFS,,t226,,x,5012.0,ExtendedExample
226.0,e227,Open,31/10/2023 10:03:46,,,,5012.0,ExtendedExample
227.0,e228,Fill,31/10/2023 10:03:47,t228,,,5012.0,ExtendedExample
,,UnloadFS,31/10/2023 10:03:48,t229,,x,,ExtendedExample
229.0,e230,LoadSS,,t230,,x,5012.0,ExtendedExample
,e231,Close,31/10/2023 10:03:50,t231,,,,
,e232,Seal,31/10/2023 10:03:51,,b27,,5012.0,ExtendedExample
232.0,e233,UnloadSS,31/10/2023 10:03:52,t233,,x,5012.0,ExtendedExample
233.0,e234,UnloadAL,31/10/2023 10:03:53,t234,,,5012.0,ExtendedExample
234.0,e235,,,t235,,,6465.0,ExtendedExample
235.0,e236,LoadFS,31/10/2023 10:03:55,t236,,x,6465.0,ExtendedExample
236.0,e237,Open,31/10/2023 10:03:56,t237,,,6465.0,ExtendedExample
237.0,e238,Fill,31/10/2023 10:03:57,t238,,,6465.0,ExtendedExample
238.0,e239,UnloadFS,31/10/2023 10:03:58,t239,,x,,ExtendedExample
239.0,e240,LoadSS,31/10/2023 10:03:59,t240,,x,6465.0,ExtendedExample
240.0,e241,,31/10/2023 10:04:00,t241,,,6465.0,ExtendedExample
241.0,,Seal,31/10/2023 10:04:01,t242,b28,,,
,e243,,31/10/2023 10:04:02,t243,,x,,ExtendedExample
,e244,LoadFS,31/10/2023 10:04:03,t244,,z,,
244.0,e245,Open,,,,,6465.0,ExtendedExample
245.0,e246,Fill,31/10/2023 10:04:05,t246,,,,ExtendedExample
246.0,e247,UnloadFS,31/10/2023 10:04:06,t247,,z,6465.0,ExtendedExample
247.0,e248,LoadSS,31/10/2023 10:04:07,t248,,z,6465.0,ExtendedExample
,e249,Close,31/10/2023 10:04:08,,,,6465.0,ExtendedExample
249.0,e250,,31/10/2023 10:04:09,t250,b29,,6465.0,ExtendedExample
250.0,e251,UnloadSS,31/10/2023 10:04:10,,,z,,ExtendedExample
,e252,LoadFS,,t252,,,6465.0,ExtendedExample
252.0,e253,Open,31/10/2023 10:04:12,t253,,,,
253.0,,Fill,31/10/2023 10:04:13,t254,,,6465.0,
,,,31/10/2023 10:04:14,t255,,,6465.0,ExtendedExample
,e256,LoadSS,31/10/2023 10:04:15,t256,,y,6465.0,ExtendedExample
256.0,,Close,31/10/2023 10:04:16,t257,,,6465.0,ExtendedExample
257.0,e258,Seal,31/10/2023 10:04:17,,b30,,,ExtendedExample
258.0,e259,,31/10/2023 10:04:18,,,y,,
259.0,e260,UnloadAL,31/10/2023 10:04:19,t260,,,6465.0,ExtendedExample
260.0,,,31/10/2023 10:04:20,t261,,,9012.0,
,e262,LoadFS,,t262,,z,,ExtendedExample
,e263,Open,,t263,,,9012.0,ExtendedExample
263.0,e264,Fill,31/10/2023 10:04:23,,,,9012.0,ExtendedExample
264.0,e265,UnloadFS,31/10/2023 10:04:24,t265,,,9012.0,ExtendedExample
265.0,e266,LoadSS,31/10/2023 10:04:25,t266,,z,9012.0,ExtendedExample
266.0,e267,Close,,t267,,,9012.0,ExtendedExample
,e268,Seal,,t268,b31,,9012.0,ExtendedExample
,e269,,31/10/2023 10:04:28,t269,,z,9012.0,
269.0,,LoadFS,31/10/2023 10:04:29,t270,,x,9012.0,
270.0,,,31/10/2023 10:04:30,,,,9012.0,ExtendedExample
271.0,e272,Fill,31/10/2023 10:04:31,t272,,,9012.0,ExtendedExample
272.0,e273,UnloadFS,31/10/2023 10:04:32,t273,,,,ExtendedExample
273.0,e274,LoadSS,,t274,,x,9012.0,
274.0,e275,Close,31/10/2023 10:04:34,,,,9012.0,ExtendedExample
275.0,e276,Seal,,t276,b32,,9012.0,ExtendedExample
276.0,e277,,,,,x,9012.0,ExtendedExample
,e278,,31/10/2023 10:04:37,t278,,y,9012.0,ExtendedExample
,e279,,31/10/2023 10:04:38,t279,,,9012.0,ExtendedExample
279.0,e280,Fill,31/10/2023 10:04:39,,,,9012.0,
280.0,e281,,31/10/2023 10:04:40,t281,,y,9012.0,ExtendedExample
281.0,e282,LoadSS,31/10/2023 10:04:41,t282,,y,9012.0,ExtendedExample
282.0,e283,Close,31/10/2023 10:04:42,t283,,,9012.0,ExtendedExample
283.0,e284,Seal,31/10/2023 10:04:43,t284,b33,,9012.0,ExtendedExample
284.0,,UnloadSS,,t285,,y,9012.0,
285.0,e286,,,t286,,,9012.0,
286.0,e287,LoadAL,31/10/2023 10:04:46,t287,,,,ExtendedExample
287.0,,LoadFS,31/10/2023 10:04:47,t288,,x,8012.0,ExtendedExample
288.0,e289,,31/10/2023 10:04:48,t289,,,8012.0,
289.0,e290,Fill,31/10/2023 10:04:49,,,,8012.0,ExtendedExample
290.0,,UnloadFS,,t291,,x,8012.0,ExtendedExample
291.0,e292,LoadSS,31/10/2023 10:04:51,t292,,x,8012.0,ExtendedExample
,e293,,,t293,,,8012.0,
,e294,Seal,31/10/2023 10:04:53,t294,b34,,8012.0,ExtendedExample
294.0,e295,UnloadSS,31/10/2023 10:04:54,,,,8012.0,ExtendedExample
295.0,e296,,31/10/2023 10:04:55,t296,,z,8012.0,ExtendedExample
296.0,e297,Open,,t297,,,8012.0,ExtendedExample
,e298,Fill,31/10/2023 10:04:57,,,,8012.0,ExtendedExample
,e299,UnloadFS,31/10/2023 10:04:58,t299,,z,8012.0,ExtendedExample
299.0,e300,LoadSS,31/10/2023 10:04:59,t300,,z,8012.0,ExtendedExample
300.0,e301,Close,31/10/2023 10:05:00,t301,,,8012.0,ExtendedExample
301.0,e302,Seal,31/10/2023 10:05:01,t302,b35,,8012.0,
302.0,e303,,31/10/2023 10:05:02,t303,,,8012.0,ExtendedExample
303.0,,LoadFS,31/10/2023 10:05:03,t304,,y,,
304.0,,Open,31/10/2023 10:05:04,t305,,,8012.0,ExtendedExample
305.0,e306,Fill,,t306,,,8012.0,ExtendedExample
306.0,,UnloadFS,31/10/2023 10:05:06,t307,,,8012.0,ExtendedExample
307.0,e308,LoadSS,31/10/2023 10:05:07,,,,8012.0,ExtendedExample
308.0,e309,,31/10/2023 10:05:08,t309,,,8012.0,ExtendedExample
309.0,,,31/10/2023 10:05:09,t310,b36,,8012.0,
,e311,UnloadSS,31/10/2023 10:05:10,t311,,y,8012.0,ExtendedExample
,e312,UnloadAL,,,,,8012.0,
312.0,e313,LoadAL,,t313,,,8012.0,
313.0,e314,,31/10/2023 10:05:13,t314,,y,8012.0,ExtendedExample
,,Open,31/10/2023 10:05:14,t315,,,,ExtendedExample
315.0,,,,t316,,,8012.0,ExtendedExample
316.0,e317,UnloadFS,31/10/2023 10:05:16,t317,,y,8012.0,
,,,31/10/2023 10:05:17,,,y,8012.0,ExtendedExample
318.0,e319,Close,,t319,,,8012.0,ExtendedExample
319.0,e320,,31/10/2023 10:05:19,t320,b37,,8012.0,
320.0,e321,UnloadSS,31/10/2023 10:05:20,t321,,y,8012.0,ExtendedExample
,e322,,31/10/2023 10:05:21,,,z,8012.0,ExtendedExample
,e323,Open,,t323,,,8012.0,
323.0,e324,Fill,31/10/2023 10:05:23,,,,8012.0,
,e325,UnloadFS,31/10/2023 10:05:24,t325,,z,8012.0,ExtendedExample
325.0,,LoadSS,31/10/2023 10:05:25,t326,,z,8012.0,ExtendedExample
326.0,e327,Close,31/10/2023 10:05:26,t327,,,8012.0,ExtendedExample
327.0,,Seal,31/10/2023 10:05:27,t328,b38,,8012.0,
328.0,e329,UnloadSS,31/10/2023 10:05:28,t329,,z,8012.0,ExtendedExample
329.0,,,31/10/2023 10:05:29,,,x,8012.0,ExtendedExample
330.0,e331,,31/10/2023 10:05:30,,,,8012.0,ExtendedExample
331.0,,Fill,,t332,,,8012.0,ExtendedExample
,e333,UnloadFS,31/10/2023 10:05:32,t333,,x,8012.0,ExtendedExample
333.0,,LoadSS,31/10/2023 10:05:33,t334,,x,8012.0,ExtendedExample
,e335,Close,31/10/2023 10:05:34,t335,,,8012.0,ExtendedExample
335.0,e336,Seal,31/10/2023 10:05:35,t336,b39,,8012.0,ExtendedExample
336.0,,UnloadSS,31/10/2023 10:05:36,t337,,x,8012.0,ExtendedExample
337.0,e338,,,,,,8012.0,
338.0,e339,LoadAL,,,,,3465.0,ExtendedExample
,e340,LoadFS,31/10/2023 10:05:39,t340,,x,3465.0,ExtendedExample
,e341,Open,31/10/2023 10:05:40,t341,,,3465.0,ExtendedExample
341.0,e342,Fill,31/10/2023 10:05:41,t342,,,3465.0,ExtendedExample
342.0,e343,,31/10/2023 10:05:42,t343,,x,,ExtendedExample
343.0,e344,LoadSS,31/10/2023 10:05:43,t344,,x,3465.0,ExtendedExample
344.0,e345,Close,31/10/2023 10:05:44,t345,,,3465.0,ExtendedExample
345.0,e346,Seal,31/10/2023 10:05:45,t346,b40,,3465.0,ExtendedExample
346.0,,,31/10/2023 10:05:46,,,x,3465.0,ExtendedExample
347.0,,LoadFS,31/10/2023 10:05:47,t348,,y,,ExtendedExample
348.0,e349,,31/10/2023 10:05:48,t349,,,3465.0,ExtendedExample
349.0,e350,Fill,,t350,,,3465.0,
350.0,e351,UnloadFS,31/10/2023 10:05:50,t351,,,3465.0,ExtendedExample
351.0,e352,LoadSS,31/10/2023 10:05:51,t352,,,3465.0,ExtendedExample
352.0,e353,Close,31/10/2023 10:05:52,t353,,,,
353.0,e354,,31/10/2023 10:05:53,,b41,,3465.0,
354.0,e355,UnloadSS,31/10/2023 10:05:54,t355,,y,,ExtendedExample
355.0,e356,LoadFS,31/10/2023 10:05:55,t356,,,,ExtendedExample
356.0,e357,Open,31/10/2023 10:05:56,t357,,,3465.0,ExtendedExample
357.0,e358,,31/10/2023 10:05:57,t358,,,3465.0,ExtendedExample
358.0,,UnloadFS,31/10/2023 10:05:58,t359,,z,3465.0,ExtendedExample
359.0,e360,,31/10/2023 10:05:59,t360,,z,3465.0,ExtendedExample
360.0,e361,Close,31/10/2023 10:06:00,t361,,,3465.0,ExtendedExample
361.0,e362,Seal,31/10/2023 10:06:01,t362,b42,,3465.0,ExtendedExample
362.0,e363,,31/10/2023 10:06:02,t363,,z,3465.0,
363.0,e364,UnloadAL,31/10/2023 10:06:03,t364,,,3465.0,
364.0,e365,LoadAL,,,,,8012.0,ExtendedExample
365.0,,LoadFS,31/10/2023 10:06:05,t366,,y,8012.0,ExtendedExample
,,Open,31/10/2023 10:06:06,t367,,,8012.0,ExtendedExample
367.0,e368,Fill,31/10/2023 10:06:07,t368,,,8012.0,ExtendedExample
368.0,e369,UnloadFS,31/10/2023 10:06:08,t369,,,8012.0,
369.0,e370,LoadSS,31/10/2023 10:06:09,t370,,y,8012.0,ExtendedExample
370.0,e371,Close,31/10/2023 10:06:10,t371,,,,
371.0,e372,Seal,31/10/2023 10:06:11,,b43,,8012.0,
,e373,UnloadSS,31/10/2023 10:06:12,t373,,y,8012.0,ExtendedExample
373.0,e374,LoadFS,31/10/2023 10:06:13,t374,,x,8012.0,ExtendedExample
374.0,,Open,,t375,,,8012.0,ExtendedExample
375.0,e376,Fill,31/10/2023 10:06:15,,,,,
376.0,e377,,31/10/2023 10:06:16,t377,,x,8012.0,ExtendedExample
,e378,LoadSS,31/10/2023 10:06:17,t378,,x,8012.0,
378.0,e379,Close,31/10/2023 10:06:18,t379,,,8012.0,
