idx,eventId,activity,timestamp,timestampVar,box,batchPosition,equipment,log
29.0,e30,Fill,31/10/2023 10:00:29,t30,,,3012.0,ExtendedExample
30.0,e31,UnloadFS,,t31,,y,,ExtendedExample
31.0,e32,LoadSS,31/10/2023 10:00:31,t32,,y,3012.0,ExtendedExample
32.0,e33,Close,31/10/2023 10:00:32,t33,,,3012.0,ExtendedExample
33.0,e34,Seal,31/10/2023 10:00:33,t34,b4,,3012.0,ExtendedExample
34.0,e35,UnloadSS,31/10/2023 10:00:34,t35,,y,3012.0,ExtendedExample
35.0,e36,LoadFS,31/10/2023 10:00:35,t36,,,3012.0,ExtendedExample
36.0,e37,Open,31/10/2023 10:00:36,t37,,,3012.0,ExtendedExample
37.0,e38,,31/10/2023 10:00:37,,,,3012.0,ExtendedExample
38.0,e39,UnloadFS,31/10/2023 10:00:38,t39,,x,3012.0,ExtendedExample
39.0,e40,LoadSS,31/10/2023 10:00:39,t40,,x,3012.0,ExtendedExample
40.0,e41,Close,31/10/2023 10:00:40,t41,,,3012.0,ExtendedExample
41.0,e42,Seal,31/10/2023 10:00:41,t42,b5,,3012.0,ExtendedExample
42.0,e43,UnloadSS,31/10/2023 10:00:42,,,x,3012.0,ExtendedExample
43.0,e44,LoadFS,31/10/2023 10:00:43,t44,,z,3012.0,ExtendedExample
44.0,e45,Open,31/10/2023 10:00:44,t45,,,3012.0,ExtendedExample
45.0,e46,Fill,31/10/2023 10:00:45,t46,,,3012.0,ExtendedExample
46.0,e47,UnloadFS,31/10/2023 10:00:46,t47,,z,3012.0,ExtendedExample
47.0,e48,LoadSS,,t48,,z,3012.0,ExtendedExample
48.0,e49,Close,31/10/2023 10:00:48,t49,,,3012.0,ExtendedExample
49.0,e50,Seal,31/10/2023 10:00:49,t50,b6,,,ExtendedExample
50.0,e51,UnloadSS,31/10/2023 10:00:50,t51,,z,3012.0,
51.0,e52,UnloadAL,31/10/2023 10:00:51,t52,,,3012.0,ExtendedExample
52.0,e53,LoadAL,31/10/2023 10:00:52,t53,,,3465.0,
53.0,e54,LoadFS,31/10/2023 10:00:53,t54,,y,3465.0,ExtendedExample
54.0,e55,Open,31/10/2023 10:00:54,t55,,,3465.0,ExtendedExample
55.0,e56,Fill,31/10/2023 10:00:55,t56,,,3465.0,ExtendedExample
56.0,e57,UnloadFS,31/10/2023 10:00:56,t57,,y,3465.0,ExtendedExample
57.0,e58,LoadSS,31/10/2023 10:00:57,t58,,y,,ExtendedExample
58.0,,Close,31/10/2023 10:00:58,t59,,,,ExtendedExample
59.0,,Seal,31/10/2023 10:00:59,t60,b7,,3465.0,
60.0,e61,UnloadSS,31/10/2023 10:01:00,t61,,y,3465.0,ExtendedExample
61.0,e62,LoadFS,31/10/2023 10:01:01,t62,,z,3465.0,ExtendedExample
62.0,e63,Open,31/10/2023 10:01:02,t63,,,3465.0,ExtendedExample
63.0,e64,Fill,31/10/2023 10:01:03,t64,,,3465.0,ExtendedExample
64.0,e65,UnloadFS,31/10/2023 10:01:04,t65,,z,3465.0,ExtendedExample
65.0,e66,LoadSS,31/10/2023 10:01:05,t66,,z,3465.0,ExtendedExample
66.0,e67,Close,31/10/2023 10:01:06,t67,,,3465.0,ExtendedExample
67.0,e68,Seal,31/10/2023 10:01:07,t68,b8,,3465.0,ExtendedExample
68.0,e69,UnloadSS,31/10/2023 10:01:08,t69,,z,3465.0,ExtendedExample
69.0,e70,LoadFS,31/10/2023 10:01:09,t70,,x,3465.0,ExtendedExample
70.0,e71,Open,31/10/2023 10:01:10,t71,,,3465.0,ExtendedExample
71.0,e72,Fill,31/10/2023 10:01:11,t72,,,3465.0,ExtendedExample
72.0,e73,UnloadFS,31/10/2023 10:01:12,t73,,x,3465.0,ExtendedExample
73.0,e74,LoadSS,31/10/2023 10:01:13,t74,,x,3465.0,ExtendedExample
74.0,e75,Close,31/10/2023 10:01:14,t75,,,3465.0,ExtendedExample
75.0,e76,Seal,31/10/2023 10:01:15,t76,b9,,3465.0,ExtendedExample
76.0,e77,UnloadSS,31/10/2023 10:01:16,t77,,x,3465.0,ExtendedExample
77.0,e78,UnloadAL,31/10/2023 10:01:17,t78,,,3465.0,ExtendedExample
78.0,e79,LoadAL,31/10/2023 10:01:18,t79,,,3465.0,ExtendedExample
79.0,e80,LoadFS,31/10/2023 10:01:19,t80,,x,3465.0,ExtendedExample
80.0,e81,Open,31/10/2023 10:01:20,t81,,,3465.0,ExtendedExample
81.0,e82,Fill,31/10/2023 10:01:21,t82,,,3465.0,ExtendedExample
82.0,e83,UnloadFS,31/10/2023 10:01:22,t83,,x,3465.0,ExtendedExample
83.0,e84,LoadSS,31/10/2023 10:01:23,t84,,x,3465.0,ExtendedExample
84.0,e85,Close,31/10/2023 10:01:24,t85,,,3465.0,ExtendedExample
85.0,e86,Seal,31/10/2023 10:01:25,t86,b10,,3465.0,ExtendedExample
86.0,e87,UnloadSS,31/10/2023 10:01:26,t87,,x,3465.0,ExtendedExample
87.0,e88,LoadFS,31/10/2023 10:01:27,t88,,z,3465.0,ExtendedExample
88.0,e89,Open,31/10/2023 10:01:28,t89,,,3465.0,
89.0,e90,Fill,31/10/2023 10:01:29,t90,,,3465.0,
90.0,e91,UnloadFS,31/10/2023 10:01:30,t91,,z,3465.0,ExtendedExample
91.0,e92,LoadSS,,,,z,3465.0,ExtendedExample
92.0,e93,Close,31/10/2023 10:01:32,t93,,,3465.0,ExtendedExample
93.0,e94,Seal,31/10/2023 10:01:33,t94,b11,,3465.0,ExtendedExample
94.0,e95,UnloadSS,,t95,,z,3465.0,
95.0,e96,LoadFS,31/10/2023 10:01:35,t96,,y,3465.0,ExtendedExample
96.0,e97,Open,31/10/2023 10:01:36,t97,,,3465.0,ExtendedExample
97.0,e98,Fill,31/10/2023 10:01:37,t98,,,3465.0,ExtendedExample
98.0,,UnloadFS,,t99,,y,3465.0,ExtendedExample
99.0,e100,LoadSS,31/10/2023 10:01:39,t100,,y,3465.0,ExtendedExample
100.0,,Close,31/10/2023 10:01:40,t101,,,3465.0,ExtendedExample
101.0,e102,Seal,31/10/2023 10:01:41,t102,b12,,3465.0,ExtendedExample
102.0,e103,UnloadSS,31/10/2023 10:01:42,t103,,y,3465.0,ExtendedExample
103.0,e104,UnloadAL,31/10/2023 10:01:43,t104,,,3465.0,ExtendedExample
104.0,e105,LoadAL,31/10/2023 10:01:44,t105,,,3465.0,ExtendedExample
105.0,e106,LoadFS,31/10/2023 10:01:45,t106,,x,3465.0,ExtendedExample
106.0,e107,Open,31/10/2023 10:01:46,,,,3465.0,ExtendedExample
107.0,e108,Fill,31/10/2023 10:01:47,t108,,,3465.0,ExtendedExample
108.0,e109,UnloadFS,31/10/2023 10:01:48,t109,,x,3465.0,ExtendedExample
,e110,LoadSS,31/10/2023 10:01:49,t110,,,3465.0,ExtendedExample
110.0,e111,Close,31/10/2023 10:01:50,t111,,,3465.0,ExtendedExample
111.0,e112,Seal,31/10/2023 10:01:51,t112,b13,,3465.0,ExtendedExample
112.0,e113,UnloadSS,31/10/2023 10:01:52,t113,,x,3465.0,ExtendedExample
113.0,e114,LoadFS,31/10/2023 10:01:53,t114,,z,3465.0,ExtendedExample
114.0,e115,Open,31/10/2023 10:01:54,,,,,ExtendedExample
115.0,e116,Fill,31/10/2023 10:01:55,t116,,,3465.0,ExtendedExample
116.0,e117,UnloadFS,31/10/2023 10:01:56,t117,,z,3465.0,ExtendedExample
117.0,e118,LoadSS,31/10/2023 10:01:57,t118,,z,3465.0,ExtendedExample
118.0,e119,Close,31/10/2023 10:01:58,t119,,,3465.0,
119.0,e120,Seal,31/10/2023 10:01:59,t120,b14,,3465.0,ExtendedExample
120.0,e121,UnloadSS,31/10/2023 10:02:00,t121,,z,3465.0,ExtendedExample
121.0,e122,LoadFS,31/10/2023 10:02:01,t122,,y,3465.0,ExtendedExample
122.0,e123,Open,31/10/2023 10:02:02,t123,,,3465.0,ExtendedExample
123.0,e124,Fill,31/10/2023 10:02:03,t124,,,3465.0,ExtendedExample
124.0,e125,UnloadFS,31/10/2023 10:02:04,t125,,y,3465.0,ExtendedExample
125.0,e126,LoadSS,31/10/2023 10:02:05,t126,,y,3465.0,ExtendedExample
126.0,e127,Close,31/10/2023 10:02:06,t127,,,3465.0,ExtendedExample
127.0,e128,,31/10/2023 10:02:07,,b15,,3465.0,ExtendedExample
128.0,e129,UnloadSS,,t129,,y,3465.0,ExtendedExample
129.0,e130,UnloadAL,31/10/2023 10:02:09,t130,,,3465.0,ExtendedExample
130.0,e131,LoadAL,31/10/2023 10:02:10,t131,,,8465.0,ExtendedExample
131.0,e132,LoadFS,31/10/2023 10:02:11,t132,,z,8465.0,
132.0,e133,Open,31/10/2023 10:02:12,t133,,,8465.0,ExtendedExample
133.0,,Fill,,t134,,,8465.0,ExtendedExample
134.0,e135,,31/10/2023 10:02:14,t135,,z,,ExtendedExample
135.0,e136,LoadSS,31/10/2023 10:02:15,t136,,z,8465.0,ExtendedExample
136.0,e137,Close,,t137,,,8465.0,ExtendedExample
137.0,e138,Seal,31/10/2023 10:02:17,t138,b16,,8465.0,ExtendedExample
138.0,e139,UnloadSS,31/10/2023 10:02:18,,,z,,ExtendedExample
139.0,e140,LoadFS,31/10/2023 10:02:19,t140,,y,8465.0,ExtendedExample
140.0,e141,Open,31/10/2023 10:02:20,t141,,,8465.0,
141.0,e142,Fill,,t142,,,8465.0,ExtendedExample
142.0,e143,UnloadFS,31/10/2023 10:02:22,t143,,y,8465.0,ExtendedExample
143.0,e144,LoadSS,31/10/2023 10:02:23,t144,,y,8465.0,ExtendedExample
144.0,e145,Close,31/10/2023 10:02:24,t145,,,8465.0,ExtendedExample
145.0,e146,Seal,31/10/2023 10:02:25,t146,b17,,8465.0,ExtendedExample
146.0,e147,,31/10/2023 10:02:26,t147,,y,8465.0,ExtendedExample
147.0,e148,LoadFS,31/10/2023 10:02:27,t148,,,8465.0,ExtendedExample
148.0,e149,Open,31/10/2023 10:02:28,t149,,,8465.0,ExtendedExample
149.0,e150,Fill,31/10/2023 10:02:29,t150,,,8465.0,ExtendedExample
150.0,e151,UnloadFS,31/10/2023 10:02:30,t151,,x,8465.0,ExtendedExample
151.0,e152,LoadSS,31/10/2023 10:02:31,t152,,x,8465.0,ExtendedExample
152.0,e153,Close,31/10/2023 10:02:32,t153,,,8465.0,ExtendedExample
153.0,e154,Seal,31/10/2023 10:02:33,t154,b18,,8465.0,ExtendedExample
154.0,e155,UnloadSS,31/10/2023 10:02:34,t155,,x,8465.0,ExtendedExample
155.0,e156,UnloadAL,31/10/2023 10:02:35,t156,,,8465.0,ExtendedExample
156.0,e157,LoadAL,31/10/2023 10:02:36,t157,,,7465.0,ExtendedExample
157.0,e158,LoadFS,31/10/2023 10:02:37,,,y,7465.0,ExtendedExample
158.0,e159,Open,31/10/2023 10:02:38,t159,,,7465.0,ExtendedExample
159.0,e160,Fill,31/10/2023 10:02:39,,,,7465.0,ExtendedExample
160.0,e161,UnloadFS,,t161,,y,7465.0,ExtendedExample
161.0,e162,,31/10/2023 10:02:41,t162,,y,7465.0,ExtendedExample
162.0,e163,Close,31/10/2023 10:02:42,t163,,,7465.0,ExtendedExample
163.0,,Seal,,t164,b19,,7465.0,ExtendedExample
164.0,e165,UnloadSS,31/10/2023 10:02:44,t165,,y,7465.0,ExtendedExample
165.0,,LoadFS,31/10/2023 10:02:45,t166,,z,7465.0,ExtendedExample
166.0,e167,Open,,t167,,,7465.0,ExtendedExample
167.0,e168,Fill,31/10/2023 10:02:47,,,,7465.0,ExtendedExample
168.0,e169,UnloadFS,31/10/2023 10:02:48,t169,,z,7465.0,ExtendedExample
169.0,e170,LoadSS,31/10/2023 10:02:49,t170,,z,7465.0,ExtendedExample
,e171,Close,31/10/2023 10:02:50,t171,,,7465.0,ExtendedExample
171.0,e172,Seal,31/10/2023 10:02:51,,b20,,7465.0,ExtendedExample
172.0,e173,UnloadSS,31/10/2023 10:02:52,t173,,z,7465.0,ExtendedExample
173.0,e174,LoadFS,31/10/2023 10:02:53,t174,,x,7465.0,ExtendedExample
174.0,e175,Open,31/10/2023 10:02:54,t175,,,7465.0,ExtendedExample
175.0,e176,Fill,31/10/2023 10:02:55,t176,,,7465.0,ExtendedExample
176.0,e177,UnloadFS,31/10/2023 10:02:56,t177,,x,7465.0,ExtendedExample
177.0,,LoadSS,,t178,,,7465.0,ExtendedExample
178.0,e179,Close,31/10/2023 10:02:58,t179,,,,ExtendedExample
179.0,e180,Seal,31/10/2023 10:02:59,t180,b21,,,ExtendedExample
180.0,e181,UnloadSS,31/10/2023 10:03:00,t181,,x,7465.0,ExtendedExample
181.0,e182,UnloadAL,31/10/2023 10:03:01,t182,,,7465.0,ExtendedExample
182.0,e183,LoadAL,31/10/2023 10:03:02,t183,,,5465.0,ExtendedExample
183.0,e184,LoadFS,31/10/2023 10:03:03,,,y,5465.0,ExtendedExample
184.0,e185,Open,,t185,,,5465.0,ExtendedExample
185.0,e186,Fill,31/10/2023 10:03:05,t186,,,5465.0,ExtendedExample
186.0,e187,UnloadFS,31/10/2023 10:03:06,t187,,y,5465.0,ExtendedExample
187.0,e188,LoadSS,31/10/2023 10:03:07,t188,,y,5465.0,ExtendedExample
188.0,e189,Close,31/10/2023 10:03:08,t189,,,5465.0,ExtendedExample
189.0,e190,,31/10/2023 10:03:09,t190,b22,,5465.0,ExtendedExample
190.0,e191,UnloadSS,31/10/2023 10:03:10,t191,,y,5465.0,ExtendedExample
191.0,e192,LoadFS,31/10/2023 10:03:11,t192,,x,5465.0,ExtendedExample
192.0,e193,Open,31/10/2023 10:03:12,t193,,,5465.0,ExtendedExample
,e194,Fill,31/10/2023 10:03:13,t194,,,5465.0,ExtendedExample
,e195,UnloadFS,31/10/2023 10:03:14,t195,,x,5465.0,ExtendedExample
195.0,e196,LoadSS,31/10/2023 10:03:15,t196,,x,5465.0,ExtendedExample
196.0,e197,Close,31/10/2023 10:03:16,t197,,,5465.0,ExtendedExample
197.0,e198,Seal,31/10/2023 10:03:17,t198,b23,,5465.0,ExtendedExample
198.0,e199,,31/10/2023 10:03:18,,,x,5465.0,ExtendedExample
199.0,e200,LoadFS,31/10/2023 10:03:19,t200,,z,5465.0,ExtendedExample
200.0,e201,Open,,t201,,,5465.0,ExtendedExample
201.0,e202,Fill,31/10/2023 10:03:21,t202,,,5465.0,ExtendedExample
202.0,e203,UnloadFS,31/10/2023 10:03:22,t203,,z,5465.0,ExtendedExample
203.0,e204,LoadSS,31/10/2023 10:03:23,t204,,z,5465.0,ExtendedExample
204.0,e205,Close,31/10/2023 10:03:24,t205,,,5465.0,ExtendedExample
205.0,e206,Seal,31/10/2023 10:03:25,t206,b24,,,
206.0,e207,UnloadSS,31/10/2023 10:03:26,t207,,z,5465.0,ExtendedExample
207.0,e208,UnloadAL,31/10/2023 10:03:27,t208,,,5465.0,ExtendedExample
208.0,e209,LoadAL,31/10/2023 10:03:28,t209,,,5012.0,ExtendedExample
209.0,e210,LoadFS,31/10/2023 10:03:29,t210,,z,5012.0,
210.0,,Open,31/10/2023 10:03:30,t211,,,5012.0,ExtendedExample
211.0,e212,Fill,31/10/2023 10:03:31,t212,,,5012.0,ExtendedExample
212.0,e213,UnloadFS,31/10/2023 10:03:32,t213,,z,5012.0,
213.0,e214,LoadSS,,t214,,z,5012.0,ExtendedExample
214.0,e215,Close,31/10/2023 10:03:34,t215,,,5012.0,ExtendedExample
215.0,e216,Seal,31/10/2023 10:03:35,t216,b25,,5012.0,ExtendedExample
216.0,e217,UnloadSS,31/10/2023 10:03:36,t217,,z,5012.0,ExtendedExample
217.0,e218,LoadFS,31/10/2023 10:03:37,t218,,y,5012.0,ExtendedExample
,e219,,,t219,,,5012.0,ExtendedExample
219.0,e220,Fill,31/10/2023 10:03:39,t220,,,5012.0,ExtendedExample
220.0,e221,UnloadFS,31/10/2023 10:03:40,t221,,y,5012.0,ExtendedExample
221.0,e222,LoadSS,31/10/2023 10:03:41,t222,,y,5012.0,ExtendedExample
222.0,e223,Close,31/10/2023 10:03:42,t223,,,5012.0,ExtendedExample
223.0,e224,Seal,31/10/2023 10:03:43,,b26,,5012.0,ExtendedExample
224.0,e225,UnloadSS,31/10/2023 10:03:44,t225,,y,5012.0,ExtendedExample
225.0,e226,LoadFS,31/10/2023 10:03:45,t226,,x,5012.0,ExtendedExample
226.0,e227,Open,31/10/2023 10:03:46,t227,,,5012.0,ExtendedExample
227.0,e228,Fill,31/10/2023 10:03:47,,,,5012.0,ExtendedExample
228.0,e229,,31/10/2023 10:03:48,t229,,x,5012.0,ExtendedExample
229.0,e230,LoadSS,31/10/2023 10:03:49,t230,,x,5012.0,ExtendedExample
230.0,e231,Close,31/10/2023 10:03:50,t231,,,5012.0,ExtendedExample
,e232,Seal,31/10/2023 10:03:51,t232,b27,,5012.0,ExtendedExample
232.0,e233,UnloadSS,31/10/2023 10:03:52,t233,,x,5012.0,ExtendedExample
233.0,e234,UnloadAL,31/10/2023 10:03:53,t234,,,5012.0,
234.0,e235,LoadAL,31/10/2023 10:03:54,t235,,,6465.0,ExtendedExample
235.0,e236,LoadFS,31/10/2023 10:03:55,t236,,x,6465.0,ExtendedExample
236.0,e237,Open,,t237,,,6465.0,ExtendedExample
237.0,e238,Fill,31/10/2023 10:03:57,,,,6465.0,ExtendedExample
238.0,e239,UnloadFS,31/10/2023 10:03:58,t239,,x,6465.0,ExtendedExample
239.0,e240,LoadSS,31/10/2023 10:03:59,t240,,x,6465.0,ExtendedExample
240.0,e241,Close,31/10/2023 10:04:00,t241,,,6465.0,ExtendedExample
241.0,e242,Seal,31/10/2023 10:04:01,t242,b28,,,ExtendedExample
242.0,e243,UnloadSS,31/10/2023 10:04:02,t243,,x,,ExtendedExample
243.0,e244,LoadFS,31/10/2023 10:04:03,t244,,z,6465.0,ExtendedExample
,e245,Open,31/10/2023 10:04:04,t245,,,6465.0,
,e246,Fill,31/10/2023 10:04:05,t246,,,6465.0,
246.0,e247,UnloadFS,31/10/2023 10:04:06,t247,,z,6465.0,ExtendedExample
247.0,e248,LoadSS,,t248,,z,6465.0,ExtendedExample
248.0,e249,Close,31/10/2023 10:04:08,t249,,,6465.0,ExtendedExample
249.0,e250,Seal,31/10/2023 10:04:09,t250,b29,,,ExtendedExample
250.0,e251,UnloadSS,31/10/2023 10:04:10,t251,,z,6465.0,ExtendedExample
251.0,e252,LoadFS,31/10/2023 10:04:11,t252,,y,6465.0,ExtendedExample
252.0,,Open,31/10/2023 10:04:12,t253,,,6465.0,ExtendedExample
253.0,e254,Fill,31/10/2023 10:04:13,t254,,,6465.0,ExtendedExample
254.0,e255,UnloadFS,31/10/2023 10:04:14,t255,,y,6465.0,ExtendedExample
255.0,e256,LoadSS,31/10/2023 10:04:15,,,y,6465.0,ExtendedExample
256.0,e257,Close,31/10/2023 10:04:16,t257,,,6465.0,ExtendedExample
257.0,e258,Seal,31/10/2023 10:04:17,t258,b30,,6465.0,ExtendedExample
258.0,e259,UnloadSS,31/10/2023 10:04:18,t259,,y,6465.0,ExtendedExample
259.0,e260,UnloadAL,31/10/2023 10:04:19,t260,,,6465.0,
260.0,e261,LoadAL,31/10/2023 10:04:20,,,,9012.0,
261.0,e262,LoadFS,31/10/2023 10:04:21,t262,,z,9012.0,ExtendedExample
262.0,e263,Open,31/10/2023 10:04:22,t263,,,9012.0,ExtendedExample
,e264,Fill,31/10/2023 10:04:23,t264,,,9012.0,ExtendedExample
264.0,e265,UnloadFS,31/10/2023 10:04:24,t265,,z,,ExtendedExample
265.0,e266,LoadSS,31/10/2023 10:04:25,t266,,z,9012.0,ExtendedExample
,e267,Close,31/10/2023 10:04:26,t267,,,,ExtendedExample
267.0,e268,Seal,31/10/2023 10:04:27,t268,b31,,9012.0,ExtendedExample
268.0,e269,UnloadSS,31/10/2023 10:04:28,t269,,z,9012.0,ExtendedExample
269.0,e270,LoadFS,31/10/2023 10:04:29,t270,,x,9012.0,ExtendedExample
270.0,e271,Open,31/10/2023 10:04:30,t271,,,9012.0,ExtendedExample
271.0,e272,Fill,31/10/2023 10:04:31,t272,,,9012.0,
272.0,e273,UnloadFS,31/10/2023 10:04:32,t273,,x,,ExtendedExample
273.0,e274,LoadSS,31/10/2023 10:04:33,t274,,x,9012.0,ExtendedExample
274.0,e275,Close,31/10/2023 10:04:34,t275,,,,ExtendedExample
275.0,e276,Seal,31/10/2023 10:04:35,t276,b32,,9012.0,ExtendedExample
276.0,e277,UnloadSS,31/10/2023 10:04:36,t277,,x,9012.0,ExtendedExample
277.0,e278,LoadFS,31/10/2023 10:04:37,t278,,y,9012.0,
278.0,e279,Open,,t279,,,9012.0,ExtendedExample
279.0,e280,Fill,31/10/2023 10:04:39,t280,,,9012.0,ExtendedExample
280.0,e281,UnloadFS,31/10/2023 10:04:40,t281,,y,9012.0,ExtendedExample
281.0,e282,LoadSS,31/10/2023 10:04:41,t282,,y,9012.0,ExtendedExample
282.0,e283,Close,31/10/2023 10:04:42,t283,,,9012.0,ExtendedExample
283.0,e284,Seal,31/10/2023 10:04:43,t284,b33,,9012.0,ExtendedExample
284.0,e285,UnloadSS,31/10/2023 10:04:44,t285,,y,9012.0,ExtendedExample
285.0,e286,UnloadAL,31/10/2023 10:04:45,t286,,,9012.0,ExtendedExample
286.0,e287,LoadAL,31/10/2023 10:04:46,t287,,,8012.0,ExtendedExample
287.0,e288,LoadFS,31/10/2023 10:04:47,t288,,x,8012.0,ExtendedExample
288.0,,Open,31/10/2023 10:04:48,,,,8012.0,ExtendedExample
289.0,e290,Fill,31/10/2023 10:04:49,t290,,,8012.0,ExtendedExample
290.0,,UnloadFS,31/10/2023 10:04:50,t291,,x,8012.0,ExtendedExample
291.0,e292,LoadSS,31/10/2023 10:04:51,t292,,x,8012.0,ExtendedExample
292.0,e293,Close,31/10/2023 10:04:52,t293,,,8012.0,ExtendedExample
293.0,e294,Seal,31/10/2023 10:04:53,t294,b34,,8012.0,
294.0,e295,UnloadSS,,t295,,x,,ExtendedExample
295.0,e296,LoadFS,31/10/2023 10:04:55,t296,,z,8012.0,ExtendedExample
296.0,e297,Open,31/10/2023 10:04:56,,,,8012.0,ExtendedExample
297.0,e298,Fill,31/10/2023 10:04:57,t298,,,8012.0,ExtendedExample
298.0,e299,UnloadFS,31/10/2023 10:04:58,t299,,z,8012.0,ExtendedExample
299.0,e300,,31/10/2023 10:04:59,t300,,z,8012.0,ExtendedExample
300.0,e301,Close,31/10/2023 10:05:00,t301,,,8012.0,ExtendedExample
301.0,e302,Seal,31/10/2023 10:05:01,t302,b35,,8012.0,ExtendedExample
302.0,e303,UnloadSS,31/10/2023 10:05:02,t303,,z,8012.0,ExtendedExample
303.0,e304,LoadFS,31/10/2023 10:05:03,t304,,y,8012.0,ExtendedExample
304.0,e305,Open,31/10/2023 10:05:04,t305,,,8012.0,ExtendedExample
,e306,Fill,31/10/2023 10:05:05,t306,,,8012.0,ExtendedExample
306.0,e307,UnloadFS,31/10/2023 10:05:06,t307,,y,8012.0,ExtendedExample
307.0,e308,LoadSS,31/10/2023 10:05:07,t308,,,8012.0,
308.0,e309,Close,31/10/2023 10:05:08,t309,,,8012.0,ExtendedExample
309.0,e310,Seal,31/10/2023 10:05:09,t310,b36,,8012.0,ExtendedExample
310.0,e311,UnloadSS,31/10/2023 10:05:10,t311,,y,8012.0,ExtendedExample
311.0,e312,UnloadAL,31/10/2023 10:05:11,t312,,,8012.0,ExtendedExample
312.0,e313,LoadAL,31/10/2023 10:05:12,t313,,,8012.0,ExtendedExample
313.0,e314,LoadFS,31/10/2023 10:05:13,t314,,y,8012.0,ExtendedExample
314.0,e315,Open,31/10/2023 10:05:14,t315,,,,ExtendedExample
315.0,e316,Fill,31/10/2023 10:05:15,t316,,,8012.0,ExtendedExample
316.0,e317,UnloadFS,31/10/2023 10:05:16,t317,,y,8012.0,ExtendedExample
317.0,e318,LoadSS,31/10/2023 10:05:17,t318,,y,8012.0,ExtendedExample
318.0,,Close,31/10/2023 10:05:18,t319,,,8012.0,
319.0,e320,Seal,31/10/2023 10:05:19,t320,b37,,8012.0,ExtendedExample
320.0,e321,UnloadSS,31/10/2023 10:05:20,,,y,8012.0,ExtendedExample
321.0,e322,LoadFS,31/10/2023 10:05:21,t322,,z,8012.0,
322.0,e323,Open,31/10/2023 10:05:22,t323,,,8012.0,ExtendedExample
323.0,e324,Fill,31/10/2023 10:05:23,t324,,,8012.0,
324.0,e325,UnloadFS,31/10/2023 10:05:24,,,z,8012.0,ExtendedExample
325.0,e326,LoadSS,,t326,,z,8012.0,ExtendedExample
,e327,Close,31/10/2023 10:05:26,t327,,,8012.0,ExtendedExample
327.0,e328,Seal,31/10/2023 10:05:27,t328,b38,,8012.0,ExtendedExample
328.0,e329,UnloadSS,31/10/2023 10:05:28,t329,,z,8012.0,ExtendedExample
329.0,e330,LoadFS,31/10/2023 10:05:29,t330,,x,8012.0,ExtendedExample
330.0,e331,Open,31/10/2023 10:05:30,t331,,,8012.0,ExtendedExample
331.0,e332,Fill,31/10/2023 10:05:31,t332,,,8012.0,ExtendedExample
332.0,,UnloadFS,31/10/2023 10:05:32,t333,,x,8012.0,ExtendedExample
